Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
Germany,DEU,1864,56641776,56.641776,0,0,0,0,0,1.506350
India,IND,1864,576815,0.576815,0,0,0,0,0,0.002329
Italy,ITA,1864,1604832,1.601168,0.003664,0,0,0,0,0.059851
Netherlands,NLD,1864,3403856,3.378208,0.025648,0,0,0,0,0.992089
Norway,NOR,1864,479984,0.479984,0,0,0,0,0,0.287716
Spain,ESP,1864,2333968,2.333968,0,0,0,0,0,0.147124
Sweden,SWE,1864,1036912,1.033248,0.003664,0,0,0,0,0.256281
Switzerland,CHE,1864,571584,0.571584,0,0,0,0,0,0.222753
United Kingdom,GBR,1864,193909872,193.858575,0.051297,0,0,0,0,6.497885
Australia,AUS,1865,421360,0.421360,0,0,0,0,0,0.270449
Austria,AUT,1865,5353104,5.345776,0.007328,0,0,0,0,1.222170
Belgium,BEL,1865,19060128,19.060128,0,0,0,0,0,3.877951
Denmark,DNK,1865,1014928,1.014928,0,0,0,0,0,0.564162
Finland,FIN,1865,62288,0.062288,0,0,0,0,0,0.033981
France,FRA,1865,49302784,49.244160,0.058624,0,0,0,0,1.296759
Germany,DEU,1865,63467808,63.431168,0.036640,0,0,0,0,1.672186
India,IND,1865,566870,0.566870,0,0,0,0,0,0.002280
Italy,ITA,1865,1271408,1.245760,0.025648,0,0,0,0,0.047049
Netherlands,NLD,1865,3847200,3.828880,0.018320,0,0,0,0,1.111908
Norway,NOR,1865,472656,0.472656,0,0,0,0,0,0.279656
Spain,ESP,1865,2304656,2.304656,0,0,0,0,0,0.144765
Sweden,SWE,1865,1080880,1.077216,0.003664,0,0,0,0,0.264145
Switzerland,CHE,1865,696160,0.696160,0,0,0,0,0,0.269934
United Kingdom,GBR,1865,205488112,205.451472,0.036640,0,0,0,0,6.829343
Australia,AUS,1866,696160,0.696160,0,0,0,0,0,0.432666
Austria,AUT,1866,3594384,3.579728,0.014656,0,0,0,0,0.815238
Belgium,BEL,1866,20529392,20.529392,0,0,0,0,0,4.147352
Denmark,DNK,1866,937984,0.937984,0,0,0,0,0,0.517080
Finland,FIN,1866,69616,0.069616,0,0,0,0,0,0.037835
France,FRA,1866,53560352,53.498064,0.062288,0,0,0,0,1.406522
Germany,DEU,1866,62907216,62.804624,0.102592,0,0,0,0,1.647088
India,IND,1866,639801,0.639801,0,0,0,0,0,0.002565
Italy,ITA,1866,1476592,1.439952,0.036640,0,0,0,0,0.054175
Netherlands,NLD,1866,4217264,4.187952,0.029312,0,0,0,0,1.210466
Norway,NOR,1866,520288,0.516624,0.003664,0,0,0,0,0.304748
Spain,ESP,1866,2290000,2.290000,0,0,0,0,0,0.143340
Sweden,SWE,1866,1113856,1.110180,0.003676,0,0,0,0,0.269242
Switzerland,CHE,1866,688832,0.688832,0,0,0,0,0,0.265651
United Kingdom,GBR,1866,211731568,211.654624,0.076944,0,0,0,0,6.984383
USA,USA,1866,59232224,57.762960,1.469264,0,0,0,0,1.606543
Australia,AUS,1867,894016,0.894016,0,0,0,0,0,0.542815
Austria,AUT,1867,4913424,4.895104,0.018320,0,0,0,0,1.106876
Belgium,BEL,1867,22233152,22.233152,0,0,0,0,0,4.459116
Denmark,DNK,1867,916000,0.916000,0,0,0,0,0,0.499727
Finland,FIN,1867,62288,0.062288,0,0,0,0,0,0.034019
France,FRA,1867,54278496,54.212544,0.065952,0,0,0,0,1.419788
Germany,DEU,1867,69154336,68.967472,0.186864,0,0,0,0,1.799020
Greece,GRC,1867,168544,0.168544,0,0,0,0,0,0.047370
Italy,ITA,1867,1469264,1.410640,0.058624,0,0,0,0,0.053601
Netherlands,NLD,1867,4041392,4.004752,0.036640,0,0,0,0,1.151394
Norway,NOR,1867,619216,0.615574,0.003642,0,0,0,0,0.360668
Spain,ESP,1867,2557472,2.557472,0,0,0,0,0,0.159523
Sweden,SWE,1867,1036912,1.033235,0.003677,0,0,0,0,0.248184
Switzerland,CHE,1867,674176,0.674176,0,0,0,0,0,0.258602
United Kingdom,GBR,1867,217374128,217.319168,0.054960,0,0,0,0,7.110236
Australia,AUS,1868,732800,0.732800,0,0,0,0,0,0.431059
Austria,AUT,1868,6071248,6.034630,0.036618,0,0,0,0,1.358525
Belgium,BEL,1868,20100704,20.100704,0,0,0,0,0,4.001733
Denmark,DNK,1868,1084544,1.084544,0,0,0,0,0,0.585607
Finland,FIN,1868,87936,0.087936,0,0,0,0,0,0.049514
France,FRA,1868,55531584,55.465628,0.065956,0,0,0,0,1.448776
Germany,DEU,1868,74368208,74.148368,0.219840,0,0,0,0,1.924793
Greece,GRC,1868,84272,0.084272,0,0,0,0,0,0.023468
Italy,ITA,1868,1696432,1.590176,0.106256,0,0,0,0,0.061686
Japan,JPN,1868,10992,0.010992,0,0,0,0,0,0.000322
Netherlands,NLD,1868,4239248,4.191616,0.047632,0,0,0,0,1.196514
Norway,NOR,1868,633872,0.630208,0.003664,0,0,0,0,0.367443
Spain,ESP,1868,2660064,2.660064,0,0,0,0,0,0.165345
Sweden,SWE,1868,1223776,1.212784,0.010992,0,0,0,0,0.294602
Switzerland,CHE,1868,769440,0.769440,0,0,0,0,0,0.293343
United Kingdom,GBR,1868,213219152,213.167856,0.051296,0,0,0,0,6.912600
Australia,AUS,1869,641200,0.641200,0,0,0,0,0,0.366400
Austria,AUT,1869,6485280,6.426656,0.058624,0,0,0,0,1.441494
Belgium,BEL,1869,21650576,21.650576,0,0,0,0,0,4.305145
Denmark,DNK,1869,945312,0.945312,0,0,0,0,0,0.505244
Finland,FIN,1869,69616,0.069616,0,0,0,0,0,0.040148
France,FRA,1869,56942224,56.876272,0.065952,0,0,0,0,1.464187
Germany,DEU,1869,77592528,77.314064,0.278464,0,0,0,0,1.993949
Greece,GRC,1869,194192,0.194192,0,0,0,0,0,0.053629
Italy,ITA,1869,1872304,1.780704,0.091600,0,0,0,0,0.067639
Japan,JPN,1869,18320,0.018320,0,0,0,0,0,0.000534
Netherlands,NLD,1869,4371152,4.323520,0.047632,0,0,0,0,1.222700
Norway,NOR,1869,553264,0.549600,0.003664,0,0,0,0,0.319631
Spain,ESP,1869,2638080,2.634416,0.003664,0,0,0,0,0.163409
Sweden,SWE,1869,1088208,1.077216,0.010992,0,0,0,0,0.261212
Switzerland,CHE,1869,743792,0.743792,0,0,0,0,0,0.281846
United Kingdom,GBR,1869,223705520,223.639568,0.065952,0,0,0,0,7.186864
Australia,AUS,1870,600896,0.600896,0,0,0,0,0,0.338533
Austria,AUT,1870,7364640,7.269376,0.095264,0,0,0,0,1.629345
Belgium,BEL,1870,24746656,24.746656,0,0,0,0,0,4.856094
Denmark,DNK,1870,1143168,1.143168,0,0,0,0,0,0.605492
Finland,FIN,1870,91600,0.087936,0.003664,0,0,0,0,0.052223
France,FRA,1870,50537552,50.471600,0.065952,0,0,0,0,1.314713
Germany,DEU,1870,76639888,76.346754,0.293134,0,0,0,0,1.953554
Greece,GRC,1870,201520,0.201520,0,0,0,0,0,0.055105
Italy,ITA,1870,2678384,2.557472,0.120912,0,0,0,0,0.096041
Japan,JPN,1870,18320,0.018320,0,0,0,0,0,0.000532
Netherlands,NLD,1870,4942736,4.887776,0.054960,0,0,0,0,1.369179
Norway,NOR,1870,630208,0.622880,0.007328,0,0,0,0,0.362833
Portugal,PRT,1870,21984,0.021984,0,0,0,0,0,0.005081
Spain,ESP,1870,3074096,3.066768,0.007328,0,0,0,0,0.189747
Sweden,SWE,1870,1341024,1.326368,0.014656,0,0,0,0,0.322052
Switzerland,CHE,1870,897680,0.850048,0.047632,0,0,0,0,0.338109
United Kingdom,GBR,1870,228494368,228.410097,0.084271,0,0,0,0,7.276891
Australia,AUS,1871,692496,0.692496,0,0,0,0,0,0.413430
Austria,AUT,1871,10141952,10.020996,0.120956,0,0,0,0,2.223137
Belgium,BEL,1871,23717072,23.717072,0,0,0,0,0,4.616911
Denmark,DNK,1871,1187136,1.187136,0,0,0,0,0,0.623823
Finland,FIN,1871,113584,0.109920,0.003664,0,0,0,0,0.063597
France,FRA,1871,50262752,50.196800,0.065952,0,0,0,0,1.332134
Germany,DEU,1871,85349216,84.964496,0.384720,0,0,0,0,2.163149
Greece,GRC,1871,296784,0.296784,0,0,0,0,0,0.080342
Italy,ITA,1871,2308320,2.176416,0.131904,0,0,0,0,0.082255
Japan,JPN,1871,25648,0.022442,0.003206,0,0,0,0,0.000740
Netherlands,NLD,1871,4979376,4.917088,0.062288,0,0,0,0,1.369465
Norway,NOR,1871,611888,0.600896,0.010992,0,0,0,0,0.350380
Portugal,PRT,1871,36640,0.036640,0,0,0,0,0,0.008417
Spain,ESP,1871,2938528,2.934864,0.003664,0,0,0,0,0.180744
Sweden,SWE,1871,1432624,1.414351,0.018273,0,0,0,0,0.342242
Switzerland,CHE,1871,1110192,1.044240,0.065952,0,0,0,0,0.414251
United Kingdom,GBR,1871,242036512,241.930256,0.106256,0,0,0,0,7.638836
Australia,AUS,1872,707152,0.707152,0,0,0,0,0,0.410657
Austria,AUT,1872,10006384,9.863488,0.142896,0,0,0,0,2.173411
Belgium,BEL,1872,25589376,25.589376,0,0,0,0,0,4.941942
Denmark,DNK,1872,1139504,1.139504,0,0,0,0,0,0.594111
Finland,FIN,1872,91600,0.087936,0.003664,0,0,0,0,0.050357
France,FRA,1872,60924992,60.855376,0.069616,0,0,0,0,1.616948
Germany,DEU,1872,92109296,91.724591,0.384705,0,0,0,0,2.320659
Greece,GRC,1872,175872,0.175872,0,0,0,0,0,0.047125
Italy,ITA,1872,2975168,2.846770,0.128398,0,0,0,0,0.105379
Japan,JPN,1872,32976,0.029312,0.003664,0,0,0,0,0.000946
Netherlands,NLD,1872,5331120,5.265168,0.065952,0,0,0,0,1.455795
Norway,NOR,1872,655856,0.644864,0.010992,0,0,0,0,0.373297
Portugal,PRT,1872,520288,0.520288,0,0,0,0,0,0.118814
Spain,ESP,1872,3260960,3.253632,0.007328,0,0,0,0,0.199875
Sweden,SWE,1872,1711088,1.689104,0.021984,0,0,0,0,0.404800
Switzerland,CHE,1872,1275072,1.216448,0.058624,0,0,0,0,0.472774
United Kingdom,GBR,1872,254988752,254.911808,0.076944,0,0,0,0,7.999898
USA,USA,1872,126305408,123.894496,2.410912,0,0,0,0,2.997565
Australia,AUS,1873,868368,0.868368,0,0,0,0,0,0.490881
Austria,AUT,1873,10728192,10.530336,0.197856,0,0,0,0,2.309124
Belgium,BEL,1873,28106544,28.106544,0,0,0,0,0,5.385427
Denmark,DNK,1873,1150496,1.150496,0,0,0,0,0,0.594572
Finland,FIN,1873,87936,0.080608,0.007328,0,0,0,0,0.047610
France,FRA,1873,65849408,65.776128,0.073280,0,0,0,0,1.738048
Germany,DEU,1873,98367408,97.832464,0.534944,0,0,0,0,2.458140
Greece,GRC,1873,194192,0.194192,0,0,0,0,0,0.051510
Italy,ITA,1873,2769984,2.663728,0.106256,0,0,0,0,0.097579
Japan,JPN,1873,40304,0.029312,0.010992,0,0,0,0,0.001149
Netherlands,NLD,1873,5140592,5.056260,0.084332,0,0,0,0,1.400706
Norway,NOR,1873,659520,0.644782,0.014738,0,0,0,0,0.372732
Portugal,PRT,1873,725472,0.725472,0,0,0,0,0,0.164693
Spain,ESP,1873,3136384,3.132720,0.003664,0,0,0,0,0.191570
Sweden,SWE,1873,1736736,1.711088,0.025648,0,0,0,0,0.406349
Switzerland,CHE,1873,1238432,1.154409,0.084023,0,0,0,0,0.456144
United Kingdom,GBR,1873,264658048,264.460192,0.197856,0,0,0,0,8.225069
Australia,AUS,1874,890352,0.890352,0,0,0,0,0,0.488667
Austria,AUT,1874,9152672,8.943824,0.208848,0,0,0,0,1.952362
Belgium,BEL,1874,25915472,25.915472,0,0,0,0,0,4.925959
Denmark,DNK,1874,1242096,1.242096,0,0,0,0,0,0.635668
Finland,FIN,1874,124576,0.117457,0.007119,0,0,0,0,0.066511
France,FRA,1874,62643408,62.566464,0.076944,0,0,0,0,1.646604
Germany,DEU,1874,71594560,71.114576,0.479984,0,0,0,0,1.769952
Greece,GRC,1874,150224,0.150224,0,0,0,0,0,0.039439
Italy,ITA,1874,2997152,2.861584,0.135568,0,0,0,0,0.105145
Japan,JPN,1874,586240,0.575248,0.010992,0,0,0,0,0.016638
Netherlands,NLD,1874,4741216,4.653212,0.088004,0,0,0,0,1.266012
Norway,NOR,1874,817072,0.798752,0.018320,0,0,0,0,0.457323
Portugal,PRT,1874,531280,0.531280,0,0,0,0,0,0.119901
Spain,ESP,1874,3118064,3.110736,0.007328,0,0,0,0,0.189790
Sweden,SWE,1874,1872304,1.843049,0.029255,0,0,0,0,0.433404
Switzerland,CHE,1874,1168816,1.168816,0,0,0,0,0,0.427668
United Kingdom,GBR,1874,257187152,256.930672,0.256480,0,0,0,0,7.913207
Australia,AUS,1875,828064,0.828064,0,0,0,0,0,0.441870
Austria,AUT,1875,7859280,7.613678,0.245603,0,0,0,0,1.661581
Belgium,BEL,1875,26930400,26.930400,0,0,0,0,0,5.078333
Denmark,DNK,1875,1458272,1.458272,0,0,0,0,0,0.739114
Finland,FIN,1875,84272,0.080608,0.003664,0,0,0,0,0.044377
France,FRA,1875,65259504,65.167904,0.091600,0,0,0,0,1.707425
Germany,DEU,1875,101518448,100.899232,0.619216,0,0,0,0,2.482296
Greece,GRC,1875,164880,0.164880,0,0,0,0,0,0.042848
Italy,ITA,1875,3066768,2.927536,0.139232,0,0,0,0,0.107117
Japan,JPN,1875,1439952,1.410640,0.029312,0,0,0,0,0.040635
Netherlands,NLD,1875,5419056,5.316395,0.102661,0,0,0,0,1.430585
Norway,NOR,1875,1025920,1.011211,0.014709,0,0,0,0,0.567496
Portugal,PRT,1875,1168816,1.168816,0,0,0,0,0,0.262184
Spain,ESP,1875,3290272,3.279280,0.010992,0,0,0,0,0.199568
Sweden,SWE,1875,2275344,2.246079,0.029265,0,0,0,0,0.521629
Switzerland,CHE,1875,1278736,1.231240,0.047496,0,0,0,0,0.464995
United Kingdom,GBR,1875,271487744,271.253251,0.234493,0,0,0,0,8.267235
Australia,AUS,1876,930656,0.930656,0,0,0,0,0,0.482455
Austria,AUT,1876,8090112,7.756688,0.333424,0,0,0,0,1.695329
Belgium,BEL,1876,26318512,26.318512,0,0,0,0,0,4.923950
Denmark,DNK,1876,1542544,1.542544,0,0,0,0,0,0.773593
Finland,FIN,1876,95264,0.087936,0.007328,0,0,0,0,0.049411
France,FRA,1876,65358432,65.252170,0.106262,0,0,0,0,1.702131
Germany,DEU,1876,103438384,102.786169,0.652215,0,0,0,0,2.493032
Italy,ITA,1876,4107344,3.971776,0.135568,0,0,0,0,0.142433
Japan,JPN,1876,1403312,1.374000,0.029312,0,0,0,0,0.039294
Netherlands,NLD,1876,6210480,6.107888,0.102592,0,0,0,0,1.620689
Norway,NOR,1876,905008,0.886688,0.018320,0,0,0,0,0.494849
Portugal,PRT,1876,1146832,1.146832,0,0,0,0,0,0.255761
Spain,ESP,1876,3568736,3.565076,0.003660,0,0,0,0,0.215699
Sweden,SWE,1876,2429232,2.399876,0.029356,0,0,0,0,0.551346
Switzerland,CHE,1876,1494912,1.439817,0.055095,0,0,0,0,0.540069
United Kingdom,GBR,1876,271018752,270.718304,0.300448,0,0,0,0,8.163215
Australia,AUS,1877,1066224,1.066224,0,0,0,0,0,0.534448
Austria,AUT,1877,7284032,6.965264,0.318768,0,0,0,0,1.512779
Belgium,BEL,1877,25050768,25.050768,0,0,0,0,0,4.644191
Denmark,DNK,1877,1524224,1.524224,0,0,0,0,0,0.754940
Finland,FIN,1877,113584,0.102936,0.010648,0,0,0,0,0.058040
France,FRA,1877,63925808,63.804889,0.120919,0,0,0,0,1.657139
Germany,DEU,1877,101302272,100.532832,0.769440,0,0,0,0,2.410008
Italy,ITA,1877,3803232,3.649344,0.153888,0,0,0,0,0.130844
Japan,JPN,1877,1289728,1.260416,0.029312,0,0,0,0,0.035808
Netherlands,NLD,1877,6309408,6.184832,0.124576,0,0,0,0,1.624880
Norway,NOR,1877,1220112,1.194464,0.025648,0,0,0,0,0.658960
Portugal,PRT,1877,670512,0.670512,0,0,0,0,0,0.148639
Spain,ESP,1877,3781248,3.770256,0.010992,0,0,0,0,0.227745
Sweden,SWE,1877,2572128,2.539152,0.032976,0,0,0,0,0.577098
Switzerland,CHE,1877,1417968,1.363008,0.054960,0,0,0,0,0.508962
United Kingdom,GBR,1877,275899200,275.492496,0.406704,0,0,0,0,8.217155
Australia,AUS,1878,967296,0.967296,0,0,0,0,0,0.469106
Austria,AUT,1878,7240064,6.917632,0.322432,0,0,0,0,1.490645
Belgium,BEL,1878,27238176,27.238176,0,0,0,0,0,5.005178
Denmark,DNK,1878,1447280,1.447280,0,0,0,0,0,0.708409
Finland,FIN,1878,128240,0.120912,0.007328,0,0,0,0,0.064670
France,FRA,1878,65222864,65.068985,0.153879,0,0,0,0,1.682606
Germany,DEU,1878,104544912,103.771808,0.773104,0,0,0,0,2.457221
India,IND,1878,1766911,1.766911,0,0,0,0,0,0.006892
Italy,ITA,1878,3784912,3.638352,0.146560,0,0,0,0,0.129390
Japan,JPN,1878,1857648,1.747728,0.109920,0,0,0,0,0.051154
Netherlands,NLD,1878,6686800,6.558560,0.128240,0,0,0,0,1.744079
Norway,NOR,1878,1088208,1.069949,0.018259,0,0,0,0,0.579810
Portugal,PRT,1878,641200,0.641200,0,0,0,0,0,0.141296
Spain,ESP,1878,3755600,3.748279,0.007321,0,0,0,0,0.225196
Sweden,SWE,1878,2180080,2.147104,0.032976,0,0,0,0,0.483602
Switzerland,CHE,1878,1355680,1.289906,0.065774,0,0,0,0,0.483653
United Kingdom,GBR,1878,270974784,270.612048,0.362736,0,0,0,0,7.985818
Australia,AUS,1879,1454608,1.454608,0,0,0,0,0,0.683878
Austria,AUT,1879,8863216,8.577542,0.285674,0,0,0,0,1.809189
Belgium,BEL,1879,27732816,27.732816,0,0,0,0,0,5.049675
Denmark,DNK,1879,1634144,1.634144,0,0,0,0,0,0.791736
Finland,FIN,1879,76944,0.069949,0.006995,0,0,0,0,0.038205
France,FRA,1879,67498208,67.315008,0.183200,0,0,0,0,1.734771
Germany,DEU,1879,110846992,110.066560,0.780432,0,0,0,0,2.574723
Greece,GRC,1879,3664,0.003664,0,0,0,0,0,0.000914
India,IND,1879,1684384,1.611104,0.073280,0,0,0,0,0.006560
Italy,ITA,1879,4356496,4.176809,0.179687,0,0,0,0,0.148054
Japan,JPN,1879,2315648,2.147370,0.168278,0,0,0,0,0.063343
Netherlands,NLD,1879,7210752,7.075184,0.135568,0,0,0,0,1.809020
Norway,NOR,1879,1143168,1.121184,0.021984,0,0,0,0,0.600995
Portugal,PRT,1879,707152,0.707152,0,0,0,0,0,0.154704
Spain,ESP,1879,3971776,3.938800,0.032976,0,0,0,0,0.236866
Sweden,SWE,1879,2213056,2.169088,0.043968,0,0,0,0,0.485852
Switzerland,CHE,1879,1447280,1.381328,0.065952,0,0,0,0,0.513038
United Kingdom,GBR,1879,272645568,272.128944,0.516624,0,0,0,0,7.947924
Australia,AUS,1880,2205728,2.205728,0,0,0,0,0,1.003973
Austria,AUT,1880,23647456,23.299376,0.348080,0,0,0,0,4.785966
Belgium,BEL,1880,30425856,30.425856,0,0,0,0,0,5.491041
Denmark,DNK,1880,1861312,1.861312,0,0,0,0,0,0.894432
Finland,FIN,1880,98928,0.088329,0.010599,0,0,0,0,0.048328
France,FRA,1880,76148912,75.932736,0.216176,0,0,0,0,1.950286
Germany,DEU,1880,124502720,123.846864,0.655856,0,0,0,0,2.862131
India,IND,1880,1886776,1.776856,0.109920,0,0,0,0,0.007336
Ireland,IRL,1880,351744,0.351744,0,0,0,0,0,0.067604
Italy,ITA,1880,5067312,4.887776,0.179536,0,0,0,0,0.171576
Japan,JPN,1880,2348624,2.198400,0.150224,0,0,0,0,0.063809
Netherlands,NLD,1880,7972864,7.822640,0.150224,0,0,0,0,1.972017
Norway,NOR,1880,1249424,1.227440,0.021984,0,0,0,0,0.651055
Portugal,PRT,1880,879360,0.879360,0,0,0,0,0,0.190751
Spain,ESP,1880,4415120,4.338176,0.076944,0,0,0,0,0.261885
Sweden,SWE,1880,2828608,2.791968,0.036640,0,0,0,0,0.618681
Switzerland,CHE,1880,1670784,1.601168,0.069616,0,0,0,0,0.588511
United Kingdom,GBR,1880,297124752,296.659424,0.465328,0,0,0,0,8.581716
Australia,AUS,1881,1766048,1.766048,0,0,0,0,0,0.778338
Austria,AUT,1881,10314160,9.863488,0.450672,0,0,0,0,2.069039
Belgium,BEL,1881,30631040,30.631040,0,0,0,0,0,5.463974
Denmark,DNK,1881,1971232,1.971232,0,0,0,0,0,0.938235
Finland,FIN,1881,98928,0.087936,0.010992,0,0,0,0,0.047745
France,FRA,1881,77984576,77.739088,0.245488,0,0,0,0,1.989859
Germany,DEU,1881,134263616,133.358608,0.905008,0,0,0,0,3.063491
India,IND,1881,1839335,1.740228,0.099108,0,0,0,0,0.007092
Ireland,IRL,1881,351744,0.351744,0,0,0,0,0,0.068353
Italy,ITA,1881,5957664,5.774351,0.183313,0,0,0,0,0.200784
Japan,JPN,1881,2414576,2.330304,0.084272,0,0,0,0,0.065062
Netherlands,NLD,1881,8027824,7.862944,0.164880,0,0,0,0,1.968086
Norway,NOR,1881,1293392,1.264080,0.029312,0,0,0,0,0.672609
Portugal,PRT,1881,890352,0.890352,0,0,0,0,0,0.191432
Spain,ESP,1881,4931744,4.788848,0.142896,0,0,0,0,0.290941
Sweden,SWE,1881,2751664,2.700368,0.051296,0,0,0,0,0.602115
Switzerland,CHE,1881,1564528,1.483920,0.080608,0,0,0,0,0.548380
United Kingdom,GBR,1881,312312032,311.604880,0.707152,0,0,0,0,8.939803
Australia,AUS,1882,2011536,2.011536,0,0,0,0,0,0.856702
Austria,AUT,1882,10599952,10.222560,0.377392,0,0,0,0,2.107346
Belgium,BEL,1882,32437392,32.437392,0,0,0,0,0,5.717855
Denmark,DNK,1882,2114128,2.114128,0,0,0,0,0,0.997230
Finland,FIN,1882,120912,0.109920,0.010992,0,0,0,0,0.057632
France,FRA,1882,82308096,82.033296,0.274800,0,0,0,0,2.092384
Germany,DEU,1882,143665440,142.588224,1.077216,0,0,0,0,3.256834
India,IND,1882,2196295,1.969127,0.227168,0,0,0,0,0.008398
Italy,ITA,1882,6272768,6.085904,0.186864,0,0,0,0,0.209806
Japan,JPN,1882,2513504,2.311984,0.201520,0,0,0,0,0.067181
Netherlands,NLD,1882,8130416,7.947216,0.183200,0,0,0,0,1.968624
Norway,NOR,1882,1414304,1.392263,0.022041,0,0,0,0,0.736706
Portugal,PRT,1882,1084544,1.058982,0.025562,0,0,0,0,0.231197
Spain,ESP,1882,5382416,5.276160,0.106256,0,0,0,0,0.315814
Sweden,SWE,1882,3147376,3.092416,0.054960,0,0,0,0,0.687801
Switzerland,CHE,1882,1729408,1.644957,0.084451,0,0,0,0,0.604054
United Kingdom,GBR,1882,314964768,314.250288,0.714480,0,0,0,0,8.946338
Australia,AUS,1883,2425568,2.425568,0,0,0,0,0,0.991242
Austria,AUT,1883,11761440,11.431680,0.329760,0,0,0,0,2.317525
Belgium,BEL,1883,34382976,34.382976,0,0,0,0,0,5.990066
Denmark,DNK,1883,2429232,2.429232,0,0,0,0,0,1.136749
Finland,FIN,1883,117248,0.102592,0.014656,0,0,0,0,0.055046
France,FRA,1883,86320176,86.012400,0.307776,0,0,0,0,2.186871
Germany,DEU,1883,153092912,151.946080,1.146832,0,0,0,0,3.447728
Greece,GRC,1883,3664,0.003664,0,0,0,0,0,0.000878
India,IND,1883,2440909,2.290685,0.150224,0,0,0,0,0.009255
Italy,ITA,1883,6646496,6.448640,0.197856,0,0,0,0,0.220718
Japan,JPN,1883,2711360,2.480216,0.231144,0,0,0,0,0.071794
Netherlands,NLD,1883,9009776,8.800928,0.208848,0,0,0,0,2.155449
Norway,NOR,1883,1524224,1.494912,0.029312,0,0,0,0,0.794149
Portugal,PRT,1883,1139504,1.121184,0.018320,0,0,0,0,0.240808
Spain,ESP,1883,5902704,5.778128,0.124576,0,0,0,0,0.344462
Sweden,SWE,1883,3216992,3.158435,0.058557,0,0,0,0,0.700717
Switzerland,CHE,1883,1912608,1.828497,0.084111,0,0,0,0,0.665486
United Kingdom,GBR,1883,327730144,326.887424,0.842720,0,0,0,0,9.244856
Australia,AUS,1884,2572128,2.572128,0,0,0,0,0,1.006310
Austria,AUT,1884,11460992,11.061616,0.399376,0,0,0,0,2.238038
Belgium,BEL,1884,33870016,33.870016,0,0,0,0,0,5.832619
Denmark,DNK,1884,2418240,2.418240,0,0,0,0,0,1.119556
Finland,FIN,1884,142896,0.131615,0.011281,0,0,0,0,0.066033
France,FRA,1884,82912656,82.560896,0.351760,0,0,0,0,2.092222
Germany,DEU,1884,157526352,156.086400,1.439952,0,0,0,0,3.518019
India,IND,1884,2730015,2.433231,0.296784,0,0,0,0,0.010265
Italy,ITA,1884,7360976,7.133808,0.227168,0,0,0,0,0.242408
Japan,JPN,1884,2956848,2.777312,0.179536,0,0,0,0,0.077530
Netherlands,NLD,1884,9017104,8.786272,0.230832,0,0,0,0,2.133721
Norway,NOR,1884,1560864,1.527810,0.033054,0,0,0,0,0.809133
Portugal,PRT,1884,1201792,1.172480,0.029312,0,0,0,0,0.251790
Spain,ESP,1884,5869728,5.734160,0.135568,0,0,0,0,0.340669
Sweden,SWE,1884,3550416,3.477136,0.073280,0,0,0,0,0.767824
Switzerland,CHE,1884,1963904,1.861312,0.102592,0,0,0,0,0.680729
United Kingdom,GBR,1884,319097760,318.463881,0.633879,0,0,0,0,8.932308
Australia,AUS,1885,2905552,2.905552,0,0,0,0,0,1.096435
Austria,AUT,1885,12047232,11.625872,0.421360,0,0,0,0,2.332023
Belgium,BEL,1885,33082256,33.082256,0,0,0,0,0,5.630064
Denmark,DNK,1885,2535488,2.535488,0,0,0,0,0,1.159876
Finland,FIN,1885,219840,0.201520,0.018320,0,0,0,0,0.100155
France,FRA,1885,79713984,79.208352,0.505632,0,0,0,0,2.006241
Germany,DEU,1885,161183024,159.684482,1.498542,0,0,0,0,3.575171
India,IND,1885,2459404,2.254220,0.205184,0,0,0,0,0.009171
Italy,ITA,1885,8375904,8.090112,0.285792,0,0,0,0,0.273329
Japan,JPN,1885,3348896,3.165896,0.183000,0,0,0,0,0.087150
Netherlands,NLD,1885,9420144,9.185648,0.234496,0,0,0,0,2.203027
Norway,NOR,1885,1784368,1.755056,0.029312,0,0,0,0,0.917924
Portugal,PRT,1885,1113856,1.084544,0.029312,0,0,0,0,0.231330
Spain,ESP,1885,5759808,5.583936,0.175872,0,0,0,0,0.332495
Sweden,SWE,1885,3828880,3.751936,0.076944,0,0,0,0,0.820943
Switzerland,CHE,1885,2044512,1.960391,0.084121,0,0,0,0,0.705978
United Kingdom,GBR,1885,315290864,314.404176,0.886688,0,0,0,0,8.754432
Australia,AUS,1886,2887232,2.887232,0,0,0,0,0,1.053350
Austria,AUT,1886,11369392,10.981133,0.388259,0,0,0,0,2.181388
Belgium,BEL,1886,32103968,32.103968,0,0,0,0,0,5.423884
Denmark,DNK,1886,2429232,2.429232,0,0,0,0,0,1.097710
Finland,FIN,1886,128240,0.113584,0.014656,0,0,0,0,0.057662
France,FRA,1886,79072784,78.534176,0.538608,0,0,0,0,1.983862
Germany,DEU,1886,163033344,161.659344,1.374000,0,0,0,0,3.582757
India,IND,1886,2772064,2.416656,0.355408,0,0,0,0,0.010251
Italy,ITA,1886,8328272,8.108335,0.219937,0,0,0,0,0.269899
Japan,JPN,1886,3605376,3.355971,0.249405,0,0,0,0,0.093350
Netherlands,NLD,1886,9618000,9.357856,0.260144,0,0,0,0,2.223301
Norway,NOR,1886,1744064,1.711019,0.033045,0,0,0,0,0.890591
